B306,1/14/15 Review,Bam_Name,Run,Library,Strain,Isotype,Latitude,Longitude,Location,FELIX DB LOC,Fastq Modifications,Original Fastq2,Library Prepareation Method
BGI1-RET2-JU346,ok,BGI1-RET2-JU346,BGI1,RET2,JU346,JU346,44.2,4.4,"Merlet, France","Merlet, Lagorce (Ardèche), France. 8 Sep 02. From a Glomeris myriapod in the compost pile (same myriapod as JU342, JU343, JU344).",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET2-JU346,ok,BGI2-RET2-JU346,BGI2,RET2,JU346,JU346,44.2,4.4,"Merlet, France","Merlet, Lagorce (Ardèche), France. 8 Sep 02. From a Glomeris myriapod in the compost pile (same myriapod as JU342, JU343, JU344).",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET2b-JU346,ok,BGI3-RET2b-JU346,BGI3,RET2b,JU346,JU346,44.2,4.4,"Merlet, France","Merlet, Lagorce (Ardèche), France. 8 Sep 02. From a Glomeris myriapod in the compost pile (same myriapod as JU342, JU343, JU344).",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Rockman083-R083.8-JU345,ok,Rockman083-R083.8-JU345,Rockman083,R083.8,JU345,JU346,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA33_c045gab-JU346,rename,Princeton-ECA33_c045gab-JU346,Princeton,ECA33_c045gab,JU346,JU346,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET1-JU360,ok,BGI1-RET1-JU360,BGI1,RET1,JU360,JU360,48.98,2.23,"Francoville, France","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET1-JU360,ok,BGI2-RET1-JU360,BGI2,RET1,JU360,JU360,48.98,2.23,"Francoville, France","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET1b-JU360,ok,BGI3-RET1b-JU360,BGI3,RET1b,JU360,JU360,48.98,2.23,"Francoville, France","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-JU360,ok,MMP-7028LAB_5-JU360,MMP,7028LAB_5,JU360,JU360,48.98,2.23,"Franconville, Val d'Oise (France )","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",None,,Sonication
MMP-B00B7AB_3-JU360,ok,MMP-B00B7AB_3-JU360,MMP,B00B7AB_3,JU360,JU360,48.98,2.23,"Franconville, Val d'Oise (France )","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",None,,Sonication
MMP-C02D1AC_1-JU360,ok,MMP-C02D1AC_1-JU360,MMP,C02D1AC_1,JU360,JU360,48.98,2.23,"Franconville, Val d'Oise (France )","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",None,,Sonication
MMP-D09NFAC_4-JU360,ok,MMP-D09NFAC_4-JU360,MMP,D09NFAC_4,JU360,JU360,48.98,2.23,"Franconville, Val d'Oise (France )","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",None,,Sonication
MMP-D0A7EAC_1-JU360,ok,MMP-D0A7EAC_1-JU360,MMP,D0A7EAC_1,JU360,JU360,48.98,2.23,"Franconville, Val d'Oise (France )","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",None,,Sonication
BGI1-RET2-JU363,ok,BGI1-RET2-JU363,BGI1,RET2,JU363,JU360,48.98,2.23,"Francoville, France","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET2-JU363,ok,BGI2-RET2-JU363,BGI2,RET2,JU363,JU360,48.98,2.23,"Francoville, France","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET2b-JU363,ok,BGI3-RET2b-JU363,BGI3,RET2b,JU363,JU360,48.98,2.23,"Francoville, France","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Uchicago-L002-JU363,ok,Uchicago-L002-JU363,Uchicago,L002,JU363,JU360,48.98,2.23,"Francoville, France","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA34_c045gab-JU360,rename,Princeton-ECA34_c045gab-JU360,Princeton,ECA34_c045gab,JU360,JU360,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA34_c045gab-JU360_2,rename,Princeton-ECA34_c045gab-JU360_2,Princeton,ECA34_c045gab,JU360_2,JU360,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET7-JU367,ok,BGI1-RET7-JU367,BGI1,RET7,JU367,JU367,48.98,2.23,"Francoville, France","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET7-JU367,ok,BGI2-RET7-JU367,BGI2,RET7,JU367,JU367,48.98,2.23,"Francoville, France","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET7b-JU367,ok,BGI3-RET7b-JU367,BGI3,RET7b,JU367,JU367,48.98,2.23,"Francoville, France","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-JU361,ok,MMP-7028LAB_5-JU361,MMP,7028LAB_5,JU361,JU367,,,"Franconville, Val d'Oise (France )","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.
",None,,Sonication
MMP-B00B7AB_3-JU361,ok,MMP-B00B7AB_3-JU361,MMP,B00B7AB_3,JU361,JU367,,,"Franconville, Val d'Oise (France )","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.
",None,,Sonication
MMP-C02D1AC_1-JU361,ok,MMP-C02D1AC_1-JU361,MMP,C02D1AC_1,JU361,JU367,,,"Franconville, Val d'Oise (France )","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.
",None,,Sonication
MMP-D09NFAC_4-JU361,ok,MMP-D09NFAC_4-JU361,MMP,D09NFAC_4,JU361,JU367,,,"Franconville, Val d'Oise (France )","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.
",None,,Sonication
MMP-D0A7EAC_1-JU361,ok,MMP-D0A7EAC_1-JU361,MMP,D0A7EAC_1,JU361,JU367,,,"Franconville, Val d'Oise (France )","Franconville (Val d’Oise), France. Compost heap in Claude Pieau’s garden, 16 Sept 02.
",None,,Sonication
BGI1-RET6-JU393,ok,BGI1-RET6-JU393,BGI1,RET6,JU393,JU393,49.28,-0.32,"Hermanville, France","Hermanville (Calvados), France - compost pile, Sep 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET6-JU393,ok,BGI2-RET6-JU393,BGI2,RET6,JU393,JU393,49.28,-0.32,"Hermanville, France","Hermanville (Calvados), France - compost pile, Sep 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET6b-JU393,ok,BGI3-RET6b-JU393,BGI3,RET6b,JU393,JU393,49.28,-0.32,"Hermanville, France","Hermanville (Calvados), France - compost pile, Sep 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET4-JU394,ok,BGI1-RET4-JU394,BGI1,RET4,JU394,JU394,49.28,-0.32,"Hermanville, France","Hermanville (Calvados), France - compost pile, Sep 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET4-JU394,ok,BGI2-RET4-JU394,BGI2,RET4,JU394,JU394,49.28,-0.32,"Hermanville, France","Hermanville (Calvados), France - compost pile, Sep 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET4b-JU394,ok,BGI3-RET4b-JU394,BGI3,RET4b,JU394,JU394,49.28,-0.32,"Hermanville, France","Hermanville (Calvados), France - compost pile, Sep 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-JU394,ok,MMP-7028LAB_5-JU394,MMP,7028LAB_5,JU394,JU394,49.28,-0.32,"Hermanville, Calvados (France)","Hermanville (Calvados), France - compost pile, Sep 02.",None,,Sonication
MMP-B00B7AB_3-JU394,ok,MMP-B00B7AB_3-JU394,MMP,B00B7AB_3,JU394,JU394,49.28,-0.32,"Hermanville, Calvados (France)","Hermanville (Calvados), France - compost pile, Sep 02.",None,,Sonication
MMP-C02D1AC_1-JU394,ok,MMP-C02D1AC_1-JU394,MMP,C02D1AC_1,JU394,JU394,49.28,-0.32,"Hermanville, Calvados (France)","Hermanville (Calvados), France - compost pile, Sep 02.",None,,Sonication
MMP-D09NFAC_4-JU394,ok,MMP-D09NFAC_4-JU394,MMP,D09NFAC_4,JU394,JU394,49.28,-0.32,"Hermanville, Calvados (France)","Hermanville (Calvados), France - compost pile, Sep 02.",None,,Sonication
MMP-D0A7EAC_1-JU394,ok,MMP-D0A7EAC_1-JU394,MMP,D0A7EAC_1,JU394,JU394,49.28,-0.32,"Hermanville, Calvados (France)","Hermanville (Calvados), France - compost pile, Sep 02.",None,,Sonication
Rockman076-R076.2-JU400,ok,Rockman076-R076.2-JU400,Rockman076,R076.2,JU400,JU394,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET5-JU397,ok,BGI1-RET5-JU397,BGI1,RET5,JU397,JU397,49.28,-0.32,"Hermanville, France","Hermanville (Calvados), France - compost pile, Sep 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET5-JU397,ok,BGI2-RET5-JU397,BGI2,RET5,JU397,JU397,49.28,-0.32,"Hermanville, France","Hermanville (Calvados), France - compost pile, Sep 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET5b-JU397,ok,BGI3-RET5b-JU397,BGI3,RET5b,JU397,JU397,49.28,-0.32,"Hermanville, France","Hermanville (Calvados), France - compost pile, Sep 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET6-JU406,ok,BGI1-RET6-JU406,BGI1,RET6,JU406,JU406,49.28,-0.32,"Hermanville, France","Hermanville (Calvados), France - compost pile - isolated 30 Dec 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET6-JU406,ok,BGI2-RET6-JU406,BGI2,RET6,JU406,JU406,49.28,-0.32,"Hermanville, France","Hermanville (Calvados), France - compost pile - isolated 30 Dec 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET6b-JU406,ok,BGI3-RET6b-JU406,BGI3,RET6b,JU406,JU406,49.28,-0.32,"Hermanville, France","Hermanville (Calvados), France - compost pile - isolated 30 Dec 02.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET3-JU440,ok,BGI1-RET3-JU440,BGI1,RET3,JU440,JU440,48.715,1.56,"BeauchÃªne, France","From Beauchêne (Eure & Loir -France) in the compost pile, 12 Sep 03.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET3-JU440,ok,BGI2-RET3-JU440,BGI2,RET3,JU440,JU440,48.715,1.56,"BeauchÃªne, France","From Beauchêne (Eure & Loir -France) in the compost pile, 12 Sep 03.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET3b-JU440,ok,BGI3-RET3b-JU440,BGI3,RET3b,JU440,JU440,48.715,1.56,"BeauchÃªne, France","From Beauchêne (Eure & Loir -France) in the compost pile, 12 Sep 03.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA33_c045gab-JU440,rename,Princeton-ECA33_c045gab-JU440,Princeton,ECA33_c045gab,JU440,JU440,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET7-JU561,ok,BGI1-RET7-JU561,BGI1,RET7,JU561,JU561,48.71,-3.81,"Sainte-Barbe, France","Isolated from a sowbug found in the tube of compost  from Hent ar Rhun, Finistère, France, on 3 Oct O4. Picked on 4 Oct 04.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET7-JU561,ok,BGI2-RET7-JU561,BGI2,RET7,JU561,JU561,48.71,-3.81,"Sainte-Barbe, France","Isolated from a sowbug found in the tube of compost  from Hent ar Rhun, Finistère, France, on 3 Oct O4. Picked on 4 Oct 04.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET7b-JU561,ok,BGI3-RET7b-JU561,BGI3,RET7b,JU561,JU561,48.71,-3.81,"Sainte-Barbe, France","Isolated from a sowbug found in the tube of compost  from Hent ar Rhun, Finistère, France, on 3 Oct O4. Picked on 4 Oct 04.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET4-JU642,ok,BGI1-RET4-JU642,BGI1,RET4,JU642,JU642,48.84,2.5,"Le Perreux-sur-Marne, France","Isolated from the compost heap in Jean-Antoine Lepesant’s garden (Le Perreux sur Marne -94- France), 14 Dec 04.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET4-JU642,ok,BGI2-RET4-JU642,BGI2,RET4,JU642,JU642,48.84,2.5,"Le Perreux-sur-Marne, France","Isolated from the compost heap in Jean-Antoine Lepesant’s garden (Le Perreux sur Marne -94- France), 14 Dec 04.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET4b-JU642,ok,BGI3-RET4b-JU642,BGI3,RET4b,JU642,JU642,48.84,2.5,"Le Perreux-sur-Marne, France","Isolated from the compost heap in Jean-Antoine Lepesant’s garden (Le Perreux sur Marne -94- France), 14 Dec 04.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-JU642,ok,MMP-7028LAB_5-JU642,MMP,7028LAB_5,JU642,JU642,48.84,2.5,"Le Perreux sur Marne ,  (France )","Isolated from the compost heap in Jean-Antoine Lepesant’s garden (Le Perreux sur Marne -94- France), 14 Dec 04.",None,,Sonication
MMP-B00B7AB_3-JU642,ok,MMP-B00B7AB_3-JU642,MMP,B00B7AB_3,JU642,JU642,48.84,2.5,"Le Perreux sur Marne ,  (France )","Isolated from the compost heap in Jean-Antoine Lepesant’s garden (Le Perreux sur Marne -94- France), 14 Dec 04.",None,,Sonication
MMP-C02D1AC_1-JU642,ok,MMP-C02D1AC_1-JU642,MMP,C02D1AC_1,JU642,JU642,48.84,2.5,"Le Perreux sur Marne ,  (France )","Isolated from the compost heap in Jean-Antoine Lepesant’s garden (Le Perreux sur Marne -94- France), 14 Dec 04.",None,,Sonication
MMP-D09NFAC_4-JU642,ok,MMP-D09NFAC_4-JU642,MMP,D09NFAC_4,JU642,JU642,48.84,2.5,"Le Perreux sur Marne ,  (France )","Isolated from the compost heap in Jean-Antoine Lepesant’s garden (Le Perreux sur Marne -94- France), 14 Dec 04.",None,,Sonication
MMP-D0A7EAC_1-JU642,ok,MMP-D0A7EAC_1-JU642,MMP,D0A7EAC_1,JU642,JU642,48.84,2.5,"Le Perreux sur Marne ,  (France )","Isolated from the compost heap in Jean-Antoine Lepesant’s garden (Le Perreux sur Marne -94- France), 14 Dec 04.",None,,Sonication
Princeton-ECA38_c099uac-JU642,ok,Princeton-ECA38_c099uac-JU642,Princeton,ECA38_c099uac,JU642,JU642,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA38_d0mbhac-JU642,ok,Princeton-ECA38_d0mbhac-JU642,Princeton,ECA38_d0mbhac,JU642,JU642,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET5-JU751,ok,BGI1-RET5-JU751,BGI1,RET5,JU751,JU751,48.44,2.5,"Le Perreux-sur-Marne, France","Isolated from the compost heap in Jean-Antoine Lepesant’s garden (Le Perreux sur Marne -94- France), 08 June 05. Picked as dauer.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET5-JU751,ok,BGI2-RET5-JU751,BGI2,RET5,JU751,JU751,48.44,2.5,"Le Perreux-sur-Marne, France","Isolated from the compost heap in Jean-Antoine Lepesant’s garden (Le Perreux sur Marne -94- France), 08 June 05. Picked as dauer.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET5a-JU751,ok,BGI3-RET5a-JU751,BGI3,RET5a,JU751,JU751,48.44,2.5,"Le Perreux-sur-Marne, France","Isolated from the compost heap in Jean-Antoine Lepesant’s garden (Le Perreux sur Marne -94- France), 08 June 05. Picked as dauer.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET7-JU774,ok,BGI1-RET7-JU774,BGI1,RET7,JU774,JU774,38.683,-9.34,"Carcavelos, Portugal","Isolated in Carcavelos, Portugal from garden garbage left on pavement, 10 July 05. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET7-JU774,ok,BGI2-RET7-JU774,BGI2,RET7,JU774,JU774,38.683,-9.34,"Carcavelos, Portugal","Isolated in Carcavelos, Portugal from garden garbage left on pavement, 10 July 05. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET7a-JU774,ok,BGI3-RET7a-JU774,BGI3,RET7a,JU774,JU774,38.683,-9.34,"Carcavelos, Portugal","Isolated in Carcavelos, Portugal from garden garbage left on pavement, 10 July 05. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA38_c099uac-JU774,ok,Princeton-ECA38_c099uac-JU774,Princeton,ECA38_c099uac,JU774,JU774,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA38_d0mbhac-JU774,ok,Princeton-ECA38_d0mbhac-JU774,Princeton,ECA38_d0mbhac,JU774,JU774,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET2-JU775,ok,BGI1-RET2-JU775,BGI1,RET2,JU775,JU775,38.7175,-9.1486,"Lisbon, Portugal","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 below a tree with red fruits rottening on the ground. END OF THE -80 TUBE, JULY 2009.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET2-JU775,ok,BGI2-RET2-JU775,BGI2,RET2,JU775,JU775,38.7175,-9.1486,"Lisbon, Portugal","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 below a tree with red fruits rottening on the ground. END OF THE -80 TUBE, JULY 2009.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET2a-JU775,ok,BGI3-RET2a-JU775,BGI3,RET2a,JU775,JU775,38.7175,-9.1486,"Lisbon, Portugal","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 below a tree with red fruits rottening on the ground. END OF THE -80 TUBE, JULY 2009.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-JU775,ok,MMP-7028LAB_5-JU775,MMP,7028LAB_5,JU775,JU775,38.7175,-9.1486,"Lisbon,  (Portugal)","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 below a tree with red fruits rottening on the ground. END OF THE -80 TUBE, JULY 2009.",None,,Sonication
MMP-B00B7AB_3-JU775,ok,MMP-B00B7AB_3-JU775,MMP,B00B7AB_3,JU775,JU775,38.7175,-9.1486,"Lisbon,  (Portugal)","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 below a tree with red fruits rottening on the ground. END OF THE -80 TUBE, JULY 2009.",None,,Sonication
MMP-C02D1AC_1-JU775,ok,MMP-C02D1AC_1-JU775,MMP,C02D1AC_1,JU775,JU775,38.7175,-9.1486,"Lisbon,  (Portugal)","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 below a tree with red fruits rottening on the ground. END OF THE -80 TUBE, JULY 2009.",None,,Sonication
MMP-D09NFAC_4-JU775,ok,MMP-D09NFAC_4-JU775,MMP,D09NFAC_4,JU775,JU775,38.7175,-9.1486,"Lisbon,  (Portugal)","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 below a tree with red fruits rottening on the ground. END OF THE -80 TUBE, JULY 2009.",None,,Sonication
MMP-D0A7EAC_1-JU775,ok,MMP-D0A7EAC_1-JU775,MMP,D0A7EAC_1,JU775,JU775,38.7175,-9.1486,"Lisbon,  (Portugal)","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 below a tree with red fruits rottening on the ground. END OF THE -80 TUBE, JULY 2009.",None,,Sonication
Princeton-ECA33_c045gab-JU775,rename,Princeton-ECA33_c045gab-JU775,Princeton,ECA33_c045gab,JU775,JU775,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET1-JU778,ok,BGI1-RET1-JU778,BGI1,RET1,JU778,JU778,38.719,-9.1491,"Lisbon, Portugal","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 below a Ficus isophlebia tree with fruits rottening on the ground. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET1-JU778,ok,BGI2-RET1-JU778,BGI2,RET1,JU778,JU778,38.719,-9.1491,"Lisbon, Portugal","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 below a Ficus isophlebia tree with fruits rottening on the ground. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET1b-JU778,ok,BGI3-RET1b-JU778,BGI3,RET1b,JU778,JU778,38.719,-9.1491,"Lisbon, Portugal","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 below a Ficus isophlebia tree with fruits rottening on the ground. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET2-JU782,ok,BGI1-RET2-JU782,BGI1,RET2,JU782,JU782,38.7191,-9.1503,"Lisbon, Portugal","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 in compost heap at the top of the garden.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET2-JU782,ok,BGI2-RET2-JU782,BGI2,RET2,JU782,JU782,38.7191,-9.1503,"Lisbon, Portugal","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 in compost heap at the top of the garden.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET2a-JU782,ok,BGI3-RET2a-JU782,BGI3,RET2a,JU782,JU782,38.7191,-9.1503,"Lisbon, Portugal","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 in compost heap at the top of the garden.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Uchicago-L001-JU782,ok,Uchicago-L001-JU782,Uchicago,L001,JU782,JU782,38.7191,-9.1503,"Lisbon, Portugal","Isolated in the Botanical Garden, Lisbon, Portugal, 10 July 05 in compost heap at the top of the garden.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA40_d0ncdac-JU782,ok,Princeton-ECA40_d0ncdac-JU782,Princeton,ECA40_d0ncdac,JU782,JU782,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECAmp_c0g61ac-JU782,ok,Princeton-ECAmp_c0g61ac-JU782,Princeton,ECAmp_c0g61ac,JU782,JU782,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA37_d0ncdac-JU782,rename,Princeton-ECA37_d0ncdac-JU782,Princeton,ECA37_d0ncdac,JU782,JU782,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI2-RET6-JU792,ok,BGI2-RET6-JU792,BGI2,RET6,JU792,JU792,43.06,0.24,"FrÃ©chendets, France","From the compost heap at the bottom of the garden in Frechendets (Hautes Pyrénées), 31 August 05",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET6a-JU792,ok,BGI3-RET6a-JU792,BGI3,RET6a,JU792,JU792,43.06,0.24,"FrÃ©chendets, France","From the compost heap at the bottom of the garden in Frechendets (Hautes Pyrénées), 31 August 05",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET3-JU830,ok,BGI1-RET3-JU830,BGI1,RET3,JU830,JU830,48.52,9.05,"TÃ¼bingen, Germany","Compost heap of Ray Hong in Tübingen, Germany, 28 Sep 05. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET3-JU830,ok,BGI2-RET3-JU830,BGI2,RET3,JU830,JU830,48.52,9.05,"TÃ¼bingen, Germany","Compost heap of Ray Hong in Tübingen, Germany, 28 Sep 05. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET3a-JU830,ok,BGI3-RET3a-JU830,BGI3,RET3a,JU830,JU830,48.52,9.05,"TÃ¼bingen, Germany","Compost heap of Ray Hong in Tübingen, Germany, 28 Sep 05. ",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET7-JU847,ok,BGI1-RET7-JU847,BGI1,RET7,JU847,JU847,48.46,7.461,"Obernai, France",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET7-JU847,ok,BGI2-RET7-JU847,BGI2,RET7,JU847,JU847,48.46,7.461,"Obernai, France",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET7a-JU847,ok,BGI3-RET7a-JU847,BGI3,RET7a,JU847,JU847,48.46,7.461,"Obernai, France",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET5-KR314,ok,BGI1-RET5-KR314,BGI1,RET5,KR314,KR314,49.28,-123.13,"Vancouver, Canada",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET5-KR314,ok,BGI2-RET5-KR314,BGI2,RET5,KR314,KR314,49.28,-123.13,"Vancouver, Canada",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET5b-KR314,ok,BGI3-RET5b-KR314,BGI3,RET5b,KR314,KR314,49.28,-123.13,"Vancouver, Canada",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
